CardNum,StoreId,SuppId
9826300051569448011,123,PHILIPS
9826300051569457012,123,PHILIPS
9826300051569476012,123,PHILIPS
9826300051569480014,123,PHILIPS
9826300051569488017,123,PHILIPS
9826300051569490013,123,PHILIPS
9826300051569495012,123,PHILIPS
9826300051569498016,123,PHILIPS
9826300051569509010,123,PHILIPS
9826300051569567018,123,PHILIPS
9826300051569576019,123,PHILIPS
9826300051569586018,123,PHILIPS
9826300051569587016,123,PHILIPS
9826300051569594012,123,PHILIPS
9826300051569596017,123,PHILIPS
9826300051569604019,123,PHILIPS
9826300051569610016,123,PHILIPS
9826300051569619017,123,PHILIPS
9826300051569620015,123,PHILIPS
9826300051569631012,123,PHILIPS
9826300051569653016,123,PHILIPS
9826300051569655011,123,PHILIPS
9826300051569679011,123,PHILIPS
9826300051569707010,123,PHILIPS
9826300051569708018,123,PHILIPS
9826300051569751018,123,PHILIPS
9826300051569753014,123,PHILIPS
9826300051569788010,123,PHILIPS
9826300051569790016,123,PHILIPS
9826300051569802019,123,PHILIPS
9826300051569810012,123,PHILIPS
9826300051569826018,123,PHILIPS
9826300051569828014,123,PHILIPS
9826300051569844011,123,PHILIPS
9826300051569855017,123,PHILIPS
9826300051569859019,123,PHILIPS
9826300051569883019,123,PHILIPS
9826300051569888018,123,PHILIPS
9826300051569895013,123,PHILIPS
9826300051569923013,123,PHILIPS
9826300051569935017,123,PHILIPS
9826300051569956013,123,PHILIPS
9826300051570002013,123,PHILIPS
9826300051570006014,123,PHILIPS
9826300051570020015,123,PHILIPS
9826300051570022011,123,PHILIPS
9826300051570023019,123,PHILIPS
9826300051570067016,123,PHILIPS
9826300051570076017,123,PHILIPS
9826300051570099019,123,PHILIPS
9826300051570112010,123,PHILIPS
9826300051570145010,123,PHILIPS
9826300051570155019,123,PHILIPS
9826300051570158013,123,PHILIPS
9826300051570176015,123,PHILIPS
9826300051570180017,123,PHILIPS
9826300051570194018,123,PHILIPS
9826300051570209014,123,PHILIPS
9826300051570231018,123,PHILIPS
9826300051570235019,123,PHILIPS
9826300051570288018,123,PHILIPS
9826300051570314012,123,PHILIPS
9826300051570333012,123,PHILIPS
9826300051570359017,123,PHILIPS
9826300051570369016,123,PHILIPS
9826300051570397017,123,PHILIPS
9826300051570409010,123,PHILIPS
9826300051570416015,123,PHILIPS
9826300051570419019,123,PHILIPS
9826300051570467018,123,PHILIPS
9826300051570474014,123,PHILIPS
9826300051570588011,123,PHILIPS
9826300051570607019,123,PHILIPS
9826300051570675016,123,PHILIPS
9826300051570683010,123,PHILIPS
9826300051570692011,123,PHILIPS
9826300051570696012,123,PHILIPS
9826300051570698018,123,PHILIPS
9826300051570713015,123,PHILIPS
9826300051570741016,123,PHILIPS
9826300051570794015,123,PHILIPS
9826300051570851013,123,PHILIPS
9826300051570852011,123,PHILIPS
9826300051570857010,123,PHILIPS
9826300051570865013,123,PHILIPS
9826300051570870013,123,PHILIPS
9826300051570895010,123,PHILIPS
9826300051570926013,123,PHILIPS
9826300051570935014,123,PHILIPS
9826300051570945013,123,PHILIPS
9826300051570952019,123,PHILIPS
9826300051570967017,123,PHILIPS
9826300051570979012,123,PHILIPS
9826300051571024016,123,PHILIPS
9826300051571028017,123,PHILIPS
9826300051571065019,123,PHILIPS
9826300051571076016,123,PHILIPS
9826300051571084010,123,PHILIPS
9826300051571087013,123,PHILIPS
9826300051571088011,123,PHILIPS
9826300051571096014,123,PHILIPS
9826300051571101012,123,PHILIPS
9826300051571105013,123,PHILIPS
9826300051571106011,123,PHILIPS
9826300051571109015,123,PHILIPS
9826300051571110013,123,PHILIPS
9826300051571111011,123,PHILIPS
9826300051571114015,123,PHILIPS
9826300051571122018,123,PHILIPS
9826300051571129013,123,PHILIPS
9826300051571141018,123,PHILIPS
9826300051571143014,123,PHILIPS
9826300051571150019,123,PHILIPS
9826300051571158012,123,PHILIPS
9826300051571163012,123,PHILIPS
9826300051571166015,123,PHILIPS
9826300051571174019,123,PHILIPS
9826300051571180016,123,PHILIPS
9826300051571186013,123,PHILIPS
9826300051571187011,123,PHILIPS
9826300051571203016,123,PHILIPS
9826300051571219012,123,PHILIPS
9826300051571232015,123,PHILIPS
9826300051571251015,123,PHILIPS
9826300051571272011,123,PHILIPS
9826300051571282010,123,PHILIPS
9826300051571283018,123,PHILIPS
9826300051571284016,123,PHILIPS
9826300051571287019,123,PHILIPS
9826300051571291011,123,PHILIPS
9826300051571296010,123,PHILIPS
9826300051571302016,123,PHILIPS
9826300051571339018,123,PHILIPS
9826300051571357010,123,PHILIPS
9826300051571391019,123,PHILIPS
9826300051571400018,123,PHILIPS
9826300051571466019,123,PHILIPS
9826300051571475010,123,PHILIPS
9826300051571493013,123,PHILIPS
9826300051571523017,123,PHILIPS
9826300051571526010,123,PHILIPS
9826300051571545010,123,PHILIPS
9826300051571546018,123,PHILIPS
9826300051571562015,123,PHILIPS
9826300051571581015,123,PHILIPS
9826300051571705010,123,PHILIPS
9826300051571753010,123,PHILIPS
9826300051571754018,123,PHILIPS
9826300051571782019,123,PHILIPS
9826300051571799013,123,PHILIPS
9826300051571801017,123,PHILIPS
9826300051571824019,123,PHILIPS
9826300051571850014,123,PHILIPS
9826300051571871010,123,PHILIPS
9826300051571872018,123,PHILIPS
9826300051571883015,123,PHILIPS
9826300051571893014,123,PHILIPS
9826300051571947018,123,PHILIPS
9826300051571949014,123,PHILIPS
9826300051571959013,123,PHILIPS
9826300051571979011,123,PHILIPS
9826300051572003019,123,PHILIPS
9826300051572018017,123,PHILIPS
9826300051572063013,123,PHILIPS
9826300051572066016,123,PHILIPS
9826300051572067014,123,PHILIPS
9826300051572107018,123,PHILIPS
9826300051572141017,123,PHILIPS
9826300051572146016,123,PHILIPS
9826300051572190014,123,PHILIPS
9826300051572193018,123,PHILIPS
9826300051572234010,123,PHILIPS
9826300051572252012,123,PHILIPS
9826300051572254018,123,PHILIPS
9826300051572269016,123,PHILIPS
9826300051572279015,123,PHILIPS
9826300051572291010,123,PHILIPS
9826300051572326014,123,PHILIPS
9826300051572338019,123,PHILIPS
9826300051572354016,123,PHILIPS
9826300051572363017,123,PHILIPS
9826300051572439015,123,PHILIPS
9826300051572451010,123,PHILIPS
9826300051572452018,123,PHILIPS
9826300051572454014,123,PHILIPS
9826300051572455011,123,PHILIPS
9826300051572465010,123,PHILIPS
9826300051572471018,123,PHILIPS
9826300051572472016,123,PHILIPS
9826300051572479011,123,PHILIPS
9826300051572481017,123,PHILIPS
9826300051572491016,123,PHILIPS
9826300051572497013,123,PHILIPS
9826300051572508017,123,PHILIPS
9826300051572514015,123,PHILIPS
9826300051572521010,123,PHILIPS
9826300051572527017,123,PHILIPS
9826300051572537016,123,PHILIPS
9826300051572539012,123,PHILIPS
9826300051572546017,123,PHILIPS
9826300051572547015,123,PHILIPS
9826300051572565017,123,PHILIPS
9826300051572576014,123,PHILIPS
9826300051572586013,123,PHILIPS
9826300051572627015,123,PHILIPS
9826300051572634011,123,PHILIPS
9826300051572642014,123,PHILIPS
9826300051572645017,123,PHILIPS
9826300051572646015,123,PHILIPS
9826300051572652013,123,PHILIPS
9826300051572655016,123,PHILIPS
9826300051572674017,123,PHILIPS
9826300051572677010,123,PHILIPS
9826300051572683018,123,PHILIPS
9826300051572690013,123,PHILIPS
9826300051572698016,123,PHILIPS
9826300051572712015,123,PHILIPS
9826300051572714011,123,PHILIPS
9826300051572731015,123,PHILIPS
9826300051572777018,123,PHILIPS
9826300051572786019,123,PHILIPS
9826300051572806015,123,PHILIPS
9826300051572823010,123,PHILIPS
9826300051572837010,123,PHILIPS
9826300051572844016,123,PHILIPS
9826300051572864014,123,PHILIPS
9826300051572869013,123,PHILIPS
9826300051572871019,123,PHILIPS
9826300051572883014,123,PHILIPS
9826300051572898012,123,PHILIPS
9826300051572904018,123,PHILIPS
9826300051572928017,123,PHILIPS
9826300051572937018,123,PHILIPS
9826300051572947017,123,PHILIPS
9826300051572949013,123,PHILIPS
9826300051572959012,123,PHILIPS
9826300051572965019,123,PHILIPS
9826300051572968013,123,PHILIPS
9826300051572978012,123,PHILIPS
9826300051572980018,123,PHILIPS
9826300051572982014,123,PHILIPS
9826300051572993011,123,PHILIPS
9826300051572997012,123,PHILIPS
9826300051573014015,123,PHILIPS
9826300051573028015,123,PHILIPS
9826300051573043014,123,PHILIPS
9826300051573044012,123,PHILIPS
9826300051573046017,123,PHILIPS
9826300051573047015,123,PHILIPS
9826300051573071015,123,PHILIPS
9826300051573081014,123,PHILIPS
9826300051573094017,123,PHILIPS
9826300051573096012,123,PHILIPS
9826300051573134011,123,PHILIPS
9826300051573151015,123,PHILIPS
9826300051573162012,123,PHILIPS
9826300051573165015,123,PHILIPS
9826300051573176012,123,PHILIPS
9826300051573177010,123,PHILIPS
9826300051573214011,123,PHILIPS
9826300051573238010,123,PHILIPS
9826300051573246013,123,PHILIPS
9826300051573260014,123,PHILIPS
9826300051573270013,123,PHILIPS
9826300051573287017,123,PHILIPS
9826300051573288015,123,PHILIPS
9826300051573300018,123,PHILIPS
9826300051573303012,123,PHILIPS
9826300051573323010,123,PHILIPS
9826300051573337010,123,PHILIPS
9826300051573346011,123,PHILIPS
9826300051573347019,123,PHILIPS
9826300051573348017,123,PHILIPS
9826300051573355012,123,PHILIPS
9826300051573358016,123,PHILIPS
9826300051573362018,123,PHILIPS
9826300051573380010,123,PHILIPS
9826300051573393013,123,PHILIPS
9826300051573402012,123,PHILIPS
9826300051573404018,123,PHILIPS
9826300051573414017,123,PHILIPS
9826300051573438016,123,PHILIPS
9826300051573457016,123,PHILIPS
9826300051573474011,123,PHILIPS
9826300051573488011,123,PHILIPS
9826300051573495016,123,PHILIPS
9826300051573515011,123,PHILIPS
9826300051573529012,123,PHILIPS
9826300051573534012,123,PHILIPS
9826300051573547014,123,PHILIPS
9826300051573575015,123,PHILIPS
9826300051573582011,123,PHILIPS
9826300051573583019,123,PHILIPS
9826300051573591012,123,PHILIPS
9826300051573612016,123,PHILIPS
9826300051573703013,123,PHILIPS
9826300051573724019,123,PHILIPS
9826300051573762019,123,PHILIPS
9826300051573763017,123,PHILIPS
9826300051573777017,123,PHILIPS
9826300051573779013,123,PHILIPS
9826300051573783015,123,PHILIPS
9826300051573800017,123,PHILIPS
9826300051573817011,123,PHILIPS
9826300051573845012,123,PHILIPS
9826300051573873014,123,PHILIPS
9826300051573875019,123,PHILIPS
9826300051573877015,123,PHILIPS
9826300051573914016,123,PHILIPS
9826300051573943015,123,PHILIPS
9826300051573956017,123,PHILIPS
9826300051573962015,123,PHILIPS
9826300051573975017,123,PHILIPS
9826300051573976015,123,PHILIPS
9826300051574021019,123,PHILIPS
9826300051574023015,123,PHILIPS
9826300051574057013,123,PHILIPS
9826300051574073010,123,PHILIPS
9826300051574145016,123,PHILIPS
9826300051574153010,123,PHILIPS
9826300051574159017,123,PHILIPS
9826300051574175013,123,PHILIPS
9826300051574176011,123,PHILIPS
9826300051574183017,123,PHILIPS
9826300051574202015,123,PHILIPS
9826300051574215017,123,PHILIPS
9826300051574241013,123,PHILIPS
9826300051574245014,123,PHILIPS
9826300051574247010,123,PHILIPS
9826300051574295019,123,PHILIPS
9826300051574299011,123,PHILIPS
9826300051574300017,123,PHILIPS
9826300051574301015,123,PHILIPS
9826300051574309018,123,PHILIPS
9826300051574324017,123,PHILIPS
9826300051574342019,123,PHILIPS
9826300051574356019,123,PHILIPS
9826300051574378013,123,PHILIPS
9826300051574386016,123,PHILIPS
9826300051574409016,123,PHILIPS
9826300051574420013,123,PHILIPS
9826300051574425012,123,PHILIPS
9826300051574437017,123,PHILIPS
9826300051574443015,123,PHILIPS
9826300051574457015,123,PHILIPS
9826300051574464011,123,PHILIPS
9826300051574496013,123,PHILIPS
9826300051574497011,123,PHILIPS
9826300051574507017,123,PHILIPS
9826300051574508015,123,PHILIPS
9826300051574513015,123,PHILIPS
9826300051574515010,123,PHILIPS
9826300051574520010,123,PHILIPS
9826300051574522016,123,PHILIPS
9826300051574539010,123,PHILIPS
9826300051574542014,123,PHILIPS
9826300051574551015,123,PHILIPS
9826300051574584016,123,PHILIPS
9826300051574586011,123,PHILIPS
9826300051574589015,123,PHILIPS
9826300051574595012,123,PHILIPS
9826300051574596010,123,PHILIPS
9826300051574597018,123,PHILIPS
9826300051574602016,123,PHILIPS
9826300051574603014,123,PHILIPS
9826300051574622014,123,PHILIPS
9826300051574652011,123,PHILIPS
9826300051574673017,123,PHILIPS
9826300051574684014,123,PHILIPS
9826300051574686019,123,PHILIPS
9826300051574693015,123,PHILIPS
9826300051574707013,123,PHILIPS
9826300051574724018,123,PHILIPS
9826300051574733019,123,PHILIPS
9826300051574741012,123,PHILIPS
9826300051574751011,123,PHILIPS
9826300051574757018,123,PHILIPS
9826300051574812011,123,PHILIPS
9826300051574820014,123,PHILIPS
9826300051574823018,123,PHILIPS
9826300051574865019,123,PHILIPS
9826300051574879010,123,PHILIPS
9826300051574896014,123,PHILIPS
9826300051574901012,123,PHILIPS
9826300051574908017,123,PHILIPS
9826300051574969019,123,PHILIPS
9826300051575005011,123,PHILIPS
9826300051575015010,123,PHILIPS
9826300051575030019,123,PHILIPS
9826300051575033013,123,PHILIPS
9826300051575039010,123,PHILIPS
9826300051575048011,123,PHILIPS
9826300051575054019,123,PHILIPS
9826300051575077010,123,PHILIPS
9826300051575078018,123,PHILIPS
9826300051575082010,123,PHILIPS
9826300051575093017,123,PHILIPS
9826300051575099014,123,PHILIPS
9826300051575104012,123,PHILIPS
9826300051575106017,123,PHILIPS
9826300051575112015,123,PHILIPS
9826300051575121016,123,PHILIPS
9826300051575128011,123,PHILIPS
9826300051575129019,123,PHILIPS
9826300051575132013,123,PHILIPS
9826300051575154017,123,PHILIPS
9826300051575159016,123,PHILIPS
9826300051575161012,123,PHILIPS
9826300051575164016,123,PHILIPS
9826300051575209019,123,PHILIPS
9826300051575216014,123,PHILIPS
9826300051575248017,123,PHILIPS
9826300051575254015,123,PHILIPS
9826300051575263016,123,PHILIPS
9826300051575273015,123,PHILIPS
9826300051575372015,123,PHILIPS
9826300051575380018,123,PHILIPS
9826300051575382014,123,PHILIPS
9826300051575390017,123,PHILIPS
9826300051575425011,123,PHILIPS
9826300051575446017,123,PHILIPS
9826300051575470017,123,PHILIPS
9826300051575522015,123,PHILIPS
9826300051575524011,123,PHILIPS
9826300051575538011,123,PHILIPS
9826300051575556013,123,PHILIPS
9826300051575557011,123,PHILIPS
9826300051575561013,123,PHILIPS
9826300051575566012,123,PHILIPS
9826300051575574016,123,PHILIPS
9826300051575596019,123,PHILIPS
9826300051575597017,123,PHILIPS
9826300051575606016,123,PHILIPS
9826300051575640015,123,PHILIPS
9826300051575650014,123,PHILIPS
9826300051575651012,123,PHILIPS
9826300051575664015,123,PHILIPS
9826300051575681019,123,PHILIPS
9826300051575707012,123,PHILIPS
9826300051575712012,123,PHILIPS
9826300051575739015,123,PHILIPS
9826300051575747018,123,PHILIPS
9826300051575752018,123,PHILIPS
9826300051575756019,123,PHILIPS
9826300051575769012,123,PHILIPS
9826300051575799019,123,PHILIPS
9826300051575832018,123,PHILIPS
9826300051575833016,123,PHILIPS
9826300051575876015,123,PHILIPS
9826300051575896013,123,PHILIPS
9826300051575948012,123,PHILIPS
9826300051575949010,123,PHILIPS
9826300051575964019,123,PHILIPS
9826300051575989016,123,PHILIPS
9826300051575999015,123,PHILIPS
9826300051576005010,123,PHILIPS
9826300051576015019,123,PHILIPS
9826300051576084015,123,PHILIPS
9826300051576086010,123,PHILIPS
9826300051576093016,123,PHILIPS
9826300051576103013,123,PHILIPS
9826300051576111016,123,PHILIPS
9826300051576117013,123,PHILIPS
9826300051576123011,123,PHILIPS
9826300051576141013,123,PHILIPS
9826300051576154016,123,PHILIPS
9826300051576161011,123,PHILIPS
9826300051576175011,123,PHILIPS
9826300051576207012,123,PHILIPS
9826300051576211014,123,PHILIPS
9826300051576244015,123,PHILIPS
9826300051576261019,123,PHILIPS
9826300051576263015,123,PHILIPS
9826300051576266018,123,PHILIPS
9826300051576296015,123,PHILIPS
9826300051576326010,123,PHILIPS
9826300051576333016,123,PHILIPS
9826300051576362015,123,PHILIPS
9826300051576366016,123,PHILIPS
9826300051576415011,123,PHILIPS
9826300051576432016,123,PHILIPS
9826300051576435019,123,PHILIPS
9826300051576455017,123,PHILIPS
9826300051576456015,123,PHILIPS
9826300051576458011,123,PHILIPS
9826300051576461015,123,PHILIPS
9826300051576471014,123,PHILIPS
9826300051576476013,123,PHILIPS
9826300051576482011,123,PHILIPS
9826300051576510019,123,PHILIPS
9826300051576513013,123,PHILIPS
9826300051576517014,123,PHILIPS
9826300051576545015,123,PHILIPS
9826300051576565013,123,PHILIPS
9826300051576569015,123,PHILIPS
9826300051576574015,123,PHILIPS
9826300051576579014,123,PHILIPS
9826300051576583016,123,PHILIPS
9826300051576587017,123,PHILIPS
9826300051576592017,123,PHILIPS
9826300051576616014,123,PHILIPS
9826300051576626013,123,PHILIPS
9826300051576633019,123,PHILIPS
9826300051576637010,123,PHILIPS
9826300051576661010,123,PHILIPS
9826300051576664014,123,PHILIPS
9826300051576676018,123,PHILIPS
9826300051576686017,123,PHILIPS
9826300051576734015,123,PHILIPS
9826300051576739014,123,PHILIPS
9826300051576812019,123,PHILIPS
9826300051576861016,123,PHILIPS
9826300051576885015,123,PHILIPS
9826300051576902018,123,PHILIPS
9826300051576907017,123,PHILIPS
9826300051576945017,123,PHILIPS
9826300051576946015,123,PHILIPS
9826300051576965015,123,PHILIPS
9826300051576972011,123,PHILIPS
9826300051576985013,123,PHILIPS
9826300051577042012,123,PHILIPS
9826300051577088015,123,PHILIPS
9826300051577095010,123,PHILIPS
9826300051577102014,123,PHILIPS
9826300051577111015,123,PHILIPS
9826300051577137010,123,PHILIPS
9826300051577161010,123,PHILIPS
9826300051577193013,123,PHILIPS
9826300051577197014,123,PHILIPS
9826300051577198012,123,PHILIPS
9826300051577204018,123,PHILIPS
9826300051577213019,123,PHILIPS
9826300051577246019,123,PHILIPS
9826300051577257016,123,PHILIPS
9826300051577268013,123,PHILIPS
9826300051577298010,123,PHILIPS
9826300051577338014,123,PHILIPS
9826300051577359010,123,PHILIPS
9826300051577413015,123,PHILIPS
9826300051577425019,123,PHILIPS
9826300051577426017,123,PHILIPS
9826300051577467011,123,PHILIPS
9826300051577523011,123,PHILIPS
9826300051577524019,123,PHILIPS
9826300051577529018,123,PHILIPS
9826300051577581019,123,PHILIPS
9826300051577704017,123,PHILIPS
9826300051577710014,123,PHILIPS
9826300051577715013,123,PHILIPS
9826300051577720013,123,PHILIPS
9826300051577725012,123,PHILIPS
9826300051577734014,123,PHILIPS
9826300051577763013,123,PHILIPS
9826300051577766016,123,PHILIPS
9826300051577777013,123,PHILIPS
9826300051577789018,123,PHILIPS
9826300051577794018,123,PHILIPS
9826300051577803017,123,PHILIPS
9826300051577836017,123,PHILIPS
9826300051577842015,123,PHILIPS
9826300051577846016,123,PHILIPS
9826300051577850018,123,PHILIPS
9826300051577862013,123,PHILIPS
9826300051577884017,123,PHILIPS
9826300051577900011,123,PHILIPS
9826300051577906018,123,PHILIPS
9826300051577915019,123,PHILIPS
9826300051577922015,123,PHILIPS
9826300051577928012,123,PHILIPS
9826300051577940017,123,PHILIPS
9826300051577945016,123,PHILIPS
9826300051577955015,123,PHILIPS
9826300051577956013,123,PHILIPS
9826300051577957011,123,PHILIPS
9826300051577991010,123,PHILIPS
9826300051578028010,123,PHILIPS
9826300051578047010,123,PHILIPS
9826300051578058017,123,PHILIPS
9826300051578095019,123,PHILIPS
9826300051578098013,123,PHILIPS
9826300051578129016,123,PHILIPS
9826300051578165010,123,PHILIPS
9826300051578177015,123,PHILIPS
9826300051578183013,123,PHILIPS
9826300051578184011,123,PHILIPS
9826300051578232018,123,PHILIPS
9826300051578240011,123,PHILIPS
9826300051578250010,123,PHILIPS
9826300051578311010,123,PHILIPS
9826300051578342015,123,PHILIPS
9826300051578343013,123,PHILIPS
9826300051578367012,123,PHILIPS
9826300051578439019,123,PHILIPS
9826300051578440017,123,PHILIPS
9826300051578446014,123,PHILIPS
9826300051578454018,123,PHILIPS
9826300051578455015,123,PHILIPS
9826300051578460015,123,PHILIPS
9826300051578464017,123,PHILIPS
9826300051578465014,123,PHILIPS
9826300051578466012,123,PHILIPS
9826300051578513011,123,PHILIPS
9826300051578518010,123,PHILIPS
9826300051578534017,123,PHILIPS
9826300051578535014,123,PHILIPS
9826300051578546011,123,PHILIPS
9826300051578554015,123,PHILIPS
9826300051578600016,123,PHILIPS
9826300051578608019,123,PHILIPS
9826300051578610015,123,PHILIPS
9826300051578617010,123,PHILIPS
9826300051578621012,123,PHILIPS
9826300051578648015,123,PHILIPS
9826300051578664012,123,PHILIPS
9826300051578688011,123,PHILIPS
9826300051578692013,123,PHILIPS
9826300051578696014,123,PHILIPS
9826300051578704016,123,PHILIPS
9826300051578733015,123,PHILIPS
9826300051578739012,123,PHILIPS
9826300051578767013,123,PHILIPS
9826300051578770017,123,PHILIPS
9826300051578772013,123,PHILIPS
9826300051578805011,123,PHILIPS
9826300051578810011,123,PHILIPS
9826300051578820010,123,PHILIPS
9826300051578831017,123,PHILIPS
9826300051578832015,123,PHILIPS
9826300051578862012,123,PHILIPS
9826300051578865015,123,PHILIPS
9826300051578866013,123,PHILIPS
9826300051578877010,123,PHILIPS
9826300051578882010,123,PHILIPS
9826300051578912015,123,PHILIPS
9826300051578950015,123,PHILIPS
9826300051578955014,123,PHILIPS
9826300051578979014,123,PHILIPS
9826300051578993015,123,PHILIPS
9826300051578994013,123,PHILIPS
9826300051578996018,123,PHILIPS
9826300051579001016,123,PHILIPS
9826300051579004010,123,PHILIPS
9826300051579033019,123,PHILIPS
9826300051579034017,123,PHILIPS
9826300051579035014,123,PHILIPS
9826300051579067017,123,PHILIPS
9826300051579070011,123,PHILIPS
9826300051579080010,123,PHILIPS
9826300051579090019,123,PHILIPS
9826300051579122010,123,PHILIPS
9826300051579129015,123,PHILIPS
9826300051579161018,123,PHILIPS
9826300051579180018,123,PHILIPS
9826300051579195016,123,PHILIPS
9826300051579201012,123,PHILIPS
9826300051579220012,123,PHILIPS
9826300051579221010,123,PHILIPS
9826300051579279018,123,PHILIPS
9826300051579296012,123,PHILIPS
9826300051579353011,123,PHILIPS
9826300051579367011,123,PHILIPS
9826300051579371013,123,PHILIPS
9826300051579389015,123,PHILIPS
9826300051579391011,123,PHILIPS
9826300051579413013,123,PHILIPS
9826300051579416016,123,PHILIPS
9826300051579437012,123,PHILIPS
9826300051579450015,123,PHILIPS
9826300051579465013,123,PHILIPS
9826300051579473017,123,PHILIPS
9826300051579476010,123,PHILIPS
9826300051579479014,123,PHILIPS
9826300051579533018,123,PHILIPS
9826300051579542019,123,PHILIPS
9826300051579558015,123,PHILIPS
9826300051579575019,123,PHILIPS
9826300051579584011,123,PHILIPS
9826300051579586016,123,PHILIPS
9826300051579592014,123,PHILIPS
9826300051579597013,123,PHILIPS
9826300051579604017,123,PHILIPS
9826300051579606012,123,PHILIPS
9826300051579607010,123,PHILIPS
9826300051579617019,123,PHILIPS
9826300051579618017,123,PHILIPS
9826300051579633016,123,PHILIPS
9826300051579640011,123,PHILIPS
9826300051579643015,123,PHILIPS
9826300051579648014,123,PHILIPS
9826300051579655019,123,PHILIPS
9826300051579660019,123,PHILIPS
9826300051579665018,123,PHILIPS
9826300051579690016,123,PHILIPS
9826300051579704015,123,PHILIPS
9826300051579705012,123,PHILIPS
9826300051579707018,123,PHILIPS
9826300051579717017,123,PHILIPS
9826300051579730010,123,PHILIPS
9826300051579740019,123,PHILIPS
9826300051579745018,123,PHILIPS
9826300051579746016,123,PHILIPS
9826300051579808014,123,PHILIPS
9826300051579828012,123,PHILIPS
9826300051579842013,123,PHILIPS
9826300051579862011,123,PHILIPS
9826300051579891010,123,PHILIPS
9826300051579892018,123,PHILIPS
9826300051579895011,123,PHILIPS
9826300051579902015,123,PHILIPS
9826300051579921015,123,PHILIPS
9826300051579940015,123,PHILIPS
9826300051579949016,123,PHILIPS
9826300051579955013,123,PHILIPS
9826300051579959015,123,PHILIPS
9826300051579984013,123,PHILIPS
9826300051579995019,123,PHILIPS
9826300051580004017,123,PHILIPS
9826300051580005014,123,PHILIPS
9826300051580010014,123,PHILIPS
9826300051580013018,123,PHILIPS
9826300051580024015,123,PHILIPS
9826300051580028016,123,PHILIPS
9826300051580031010,123,PHILIPS
9826300051580045010,123,PHILIPS
9826300051580054012,123,PHILIPS
9826300051580056017,123,PHILIPS
9826300051580066016,123,PHILIPS
9826300051580073012,123,PHILIPS
9826300051580074010,123,PHILIPS
9826300051580077013,123,PHILIPS
9826300051580117017,123,PHILIPS
9826300051580130010,123,PHILIPS
9826300051580132016,123,PHILIPS
9826300051580141017,123,PHILIPS
9826300051580155017,123,PHILIPS
9826300051580156015,123,PHILIPS
9826300051580158011,123,PHILIPS
9826300051580161015,123,PHILIPS
9826300051580165016,123,PHILIPS
9826300051580177011,123,PHILIPS
9826300051580181013,123,PHILIPS
9826300051580187010,123,PHILIPS
9826300051580194016,123,PHILIPS
9826300051580197019,123,PHILIPS
9826300051580231016,123,PHILIPS
9826300051580236015,123,PHILIPS
9826300051580257011,123,PHILIPS
9826300051580264017,123,PHILIPS
9826300051580274016,123,PHILIPS
9826300051580299013,123,PHILIPS
9826300051580304011,123,PHILIPS
9826300051580314010,123,PHILIPS
